Repository,CBO,DIT,LCOM,Code Lines,Comment Lines,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars
red5-server,5,1,45,71887,40885,2013-11-19 05:04:10 +0000 UTC,2022-09-13 11:16:39 +0000 UTC,Java,65,54,33,207,No Releases,3115
librec,6,2,25,2655641,21904,2014-01-09 16:06:11 +0000 UTC,2022-09-08 10:35:20 +0000 UTC,Java,3,62,67,188,No Releases,3114
pixel-dungeon,5,2,12,41331,8690,2014-07-26 17:34:32 +0000 UTC,2022-09-13 18:38:25 +0000 UTC,Java,0,3,41,27,No Releases,3114
Highlight,4,1,11,1931,528,2015-10-08 15:03:40 +0000 UTC,2022-09-08 01:17:59 +0000 UTC,Java,0,8,61,10,No Releases,3112
Cockroach,3,1,3,2438,172,2017-02-14 03:43:51 +0000 UTC,2022-09-04 02:36:23 +0000 UTC,Java,1,0,24,42,No Releases,3108
PojavLauncher,4,1,794,67401,27615,2020-03-11 03:22:54 +0000 UTC,2022-09-13 13:36:28 +0000 UTC,Java,123,149,67,3123,No Releases,3108
requery,5,1,26,35832,11797,2015-11-14 00:45:31 +0000 UTC,2022-09-12 11:32:06 +0000 UTC,Java,43,54,172,686,No Releases,3103
ripme,4,2,28,25684,2666,2017-01-06 17:12:09 +0000 UTC,2022-09-12 18:21:22 +0000 UTC,Java,126,602,602,653,No Releases,3092
Java8InAction,1,1,2,3748,340,2013-10-28 23:59:40 +0000 UTC,2022-09-11 19:52:48 +0000 UTC,Java,0,4,18,6,No Releases,3079
RecyclerViewItemAnimators,4,1,3,2741,810,2014-08-22 00:24:43 +0000 UTC,2022-08-17 04:43:23 +0000 UTC,Java,0,0,11,6,No Releases,3063
citypicker,3,1,30,3003,179,2016-02-27 09:11:27 +0000 UTC,2022-09-12 16:43:24 +0000 UTC,Java,2,1,40,59,No Releases,3054
RxEasyHttp,4,1,47,14120,4855,2017-06-07 09:33:47 +0000 UTC,2022-09-03 15:15:23 +0000 UTC,Java,0,0,29,215,No Releases,3052
sofa-jarslink,3,1,2,2809,681,2018-02-02 06:02:09 +0000 UTC,2022-09-09 17:29:18 +0000 UTC,Java,2,34,14,70,No Releases,3047
JCTools,4,3,19,39056,10065,2013-11-10 18:04:40 +0000 UTC,2022-09-13 16:42:47 +0000 UTC,Java,16,115,40,178,No Releases,3045
PRDownloader,2,1,9,4704,1189,2017-11-11 19:29:38 +0000 UTC,2022-09-13 04:02:01 +0000 UTC,Java,5,27,109,55,No Releases,3043
yanxuan-weex-demo,0,1,2,142267,24908,2017-09-05 11:48:42 +0000 UTC,2022-09-06 10:55:53 +0000 UTC,Java,0,3,0,0,No Releases,3043
Android,4,1,2,30295,3162,2016-06-06 21:23:36 +0000 UTC,2022-09-13 11:41:44 +0000 UTC,Java,193,3932,1017,5063,No Releases,3041
Crouton,6,1,36,2088,1226,2012-08-03 11:04:36 +0000 UTC,2022-09-02 12:14:54 +0000 UTC,Java,8,40,5,161,No Releases,3039
ShapeOfView,5,1,29,4701,115,2018-02-18 12:14:06 +0000 UTC,2022-09-11 10:19:19 +0000 UTC,Java,0,9,47,22,No Releases,3039
leetcode,2,1,0,4342,386,2017-03-09 10:30:30 +0000 UTC,2022-09-12 22:30:48 +0000 UTC,Java,0,2,1,2,No Releases,3034
ViewpagerTransition,5,1,6,1314,145,2016-09-19 05:38:45 +0000 UTC,2022-09-05 08:48:43 +0000 UTC,Java,1,0,3,10,No Releases,3034
MarsDaemon,3,1,4,2250,474,2015-12-25 03:21:41 +0000 UTC,2022-09-11 18:12:29 +0000 UTC,Java,0,0,42,5,No Releases,3032
android-viewbadger,4,1,32,994,173,2011-09-27 22:50:57 +0000 UTC,2022-08-31 15:22:37 +0000 UTC,Java,0,0,0,0,No Releases,3030
migration,1,1,0,27072,193,2020-01-08 02:11:38 +0000 UTC,2022-09-13 11:58:30 +0000 UTC,Java,0,7,0,2,No Releases,3030
QR-Code-generator,3,1,19,9419,4078,2016-04-15 02:19:41 +0000 UTC,2022-09-13 13:35:55 +0000 UTC,Java,3,4,5,94,No Releases,3026
flink-cdc-connectors,6,1,17,61702,12411,2020-07-27 19:23:33 +0000 UTC,2022-09-13 07:09:06 +0000 UTC,Java,10,294,439,470,No Releases,3024
lombok-intellij-plugin,3,1,9,57713,1735,2013-10-09 21:49:01 +0000 UTC,2022-09-13 08:33:21 +0000 UTC,Java,116,161,156,707,No Releases,3023
android-process-button,5,1,25,1641,186,2014-05-02 20:39:23 +0000 UTC,2022-09-11 01:01:00 +0000 UTC,Java,1,2,19,32,No Releases,3013
TableView,6,1,57,7652,4120,2017-06-13 04:29:44 +0000 UTC,2022-09-10 10:14:51 +0000 UTC,Java,12,62,190,137,No Releases,3011
DraggablePanel,5,1,51,3572,1668,2014-04-13 11:40:54 +0000 UTC,2022-09-08 12:47:03 +0000 UTC,Java,10,13,51,58,No Releases,3003
tablesaw,6,1,109,1182968,11319,2016-01-01 14:58:28 +0000 UTC,2022-09-13 17:46:44 +0000 UTC,Java,79,379,82,579,No Releases,2997
Carbon,7,1,342,58335,4303,2015-02-04 23:11:18 +0000 UTC,2022-09-12 11:26:06 +0000 UTC,Java,2,3,11,416,No Releases,2997
react-native-fbsdk,7,1,11,4387,2631,2015-08-03 17:10:14 +0000 UTC,2022-08-14 09:40:22 +0000 UTC,Java,22,121,224,406,No Releases,2996
LikeButton,6,1,23,1643,229,2015-12-23 17:49:46 +0000 UTC,2022-09-13 09:23:25 +0000 UTC,Java,14,11,0,0,No Releases,2995
yuicompressor,4,1,88,20717,5693,2008-12-05 19:13:24 +0000 UTC,2022-09-09 02:00:52 +0000 UTC,Java,1,65,140,85,No Releases,2987
MultiImageSelector,4,1,7,2421,233,2015-04-08 10:12:50 +0000 UTC,2022-08-31 03:14:48 +0000 UTC,Java,2,1,86,53,No Releases,2986
android-mvp-mvvm-flytour,2,1,9,22186,2739,2018-12-25 10:42:31 +0000 UTC,2022-09-13 15:16:02 +0000 UTC,Java,11,1,6,3,No Releases,2982
booksource,3,1,1,8511,491,2016-10-04 02:55:57 +0000 UTC,2022-09-12 11:47:47 +0000 UTC,Java,0,0,9,32,No Releases,2982
robospice,4,2,14,20764,3691,2012-09-19 14:09:37 +0000 UTC,2022-09-13 04:38:31 +0000 UTC,Java,1,38,76,301,No Releases,2979
SlidingRootNav,4,1,22,1638,101,2017-03-26 22:58:48 +0000 UTC,2022-09-13 09:31:52 +0000 UTC,Java,1,3,49,43,No Releases,2978
dexcount-gradle-plugin,6,1,22,7174,1525,2015-06-04 03:33:17 +0000 UTC,2022-09-12 14:07:35 +0000 UTC,Java,20,285,2,177,No Releases,2978
bitcoin-wallet,7,1,6,41405,3498,2012-03-31 17:06:47 +0000 UTC,2022-09-13 04:50:45 +0000 UTC,Java,18,6,57,500,No Releases,2970
brigadier,6,1,46,5718,451,2014-09-15 08:48:24 +0000 UTC,2022-09-13 07:15:40 +0000 UTC,Java,3,23,32,21,No Releases,2967
Nuwa,2,1,1,721,102,2015-11-11 14:48:23 +0000 UTC,2022-09-09 06:53:29 +0000 UTC,Java,0,0,65,32,No Releases,2967
sofa-jraft,6,1,74,115693,37113,2019-03-04 10:13:43 +0000 UTC,2022-09-13 02:44:51 +0000 UTC,Java,24,336,43,432,No Releases,2965
allure2,6,1,11,62743,4628,2016-05-27 14:06:05 +0000 UTC,2022-09-13 16:05:31 +0000 UTC,Java,53,541,300,583,No Releases,2964
DeepLearning,4,1,2,6784,467,2013-01-01 16:23:53 +0000 UTC,2022-09-13 04:46:15 +0000 UTC,Java,0,0,22,2,No Releases,2957
initializr,6,1,31,42464,16013,2013-06-07 16:02:22 +0000 UTC,2022-09-12 17:39:44 +0000 UTC,Java,12,23,46,834,No Releases,2956
light-task-scheduler,4,1,24,98851,9038,2014-10-24 12:53:14 +0000 UTC,2022-09-09 17:30:49 +0000 UTC,Java,29,287,98,26,No Releases,2954
AndroidChromium,5,1,66,160304,57634,2016-07-04 07:28:36 +0000 UTC,2022-09-10 15:24:38 +0000 UTC,Java,2,4,18,58,No Releases,2953
jwt-spring-security-demo,5,1,4,1479,67,2016-03-20 19:16:17 +0000 UTC,2022-09-12 21:55:04 +0000 UTC,Java,3,12,6,92,No Releases,2932
cropper,5,1,16,1982,730,2013-07-24 21:59:06 +0000 UTC,2022-09-09 14:54:57 +0000 UTC,Java,0,21,89,22,No Releases,2930
IoT-Technical-Guide,4,1,3,24884,1818,2019-04-02 01:52:44 +0000 UTC,2022-09-13 17:52:02 +0000 UTC,Java,0,6,0,7,No Releases,2928
WebCollector,5,2,45,6167,3615,2014-07-12 03:16:12 +0000 UTC,2022-09-12 02:23:17 +0000 UTC,Java,0,2,48,57,No Releases,2926
logging-log4j2,5,1,46,255045,107167,2013-06-12 07:00:19 +0000 UTC,2022-09-13 10:44:23 +0000 UTC,Java,0,447,0,0,No Releases,2920
android-vision,5,1,2,7291,3833,2015-07-01 21:40:31 +0000 UTC,2022-09-11 10:44:49 +0000 UTC,Java,0,14,307,120,No Releases,2911
ipscan,4,1,4,51896,3000,2011-06-28 20:58:48 +0000 UTC,2022-09-13 01:39:58 +0000 UTC,Java,28,37,118,196,No Releases,2911
BannerViewPager,5,1,38,17265,1102,2017-03-28 09:11:11 +0000 UTC,2022-09-13 07:53:38 +0000 UTC,Java,51,50,4,213,No Releases,2911
blog_demos,4,1,15,175835,44651,2017-04-09 04:51:56 +0000 UTC,2022-09-13 16:17:27 +0000 UTC,Java,0,11,10,6,No Releases,2910
AndroidTreeView,5,1,49,3588,455,2015-02-11 02:48:05 +0000 UTC,2022-09-08 00:40:40 +0000 UTC,Java,0,5,108,62,No Releases,2905
Android,4,1,2,30295,3162,2014-10-04 05:53:29 +0000 UTC,2022-09-13 01:43:41 +0000 UTC,Java,33,77,339,603,No Releases,2905
GDA-android-reversing-Tool,2,1,57,1150,157,2017-10-31 08:18:29 +0000 UTC,2022-09-13 17:28:18 +0000 UTC,Java,32,0,26,83,No Releases,2905
jersey,4,1,12,325824,246392,2012-05-18 11:38:25 +0000 UTC,2022-08-18 02:57:21 +0000 UTC,Java,30,107,459,3010,No Releases,2902
Sunshine-Version-2,7,1,11,3016,1076,2015-03-05 01:48:44 +0000 UTC,2022-08-25 09:43:57 +0000 UTC,Java,0,0,70,19,No Releases,2897
android-pathview,5,1,9,2202,513,2015-01-20 15:21:06 +0000 UTC,2022-09-01 07:13:01 +0000 UTC,Java,2,12,8,21,No Releases,2894
java-developer-roadmap,0,1,0,1991,0,2019-04-23 06:42:13 +0000 UTC,2022-09-13 18:41:31 +0000 UTC,Java,0,4,1,8,No Releases,2893
Ant-Media-Server,5,1,132,87809,36159,2017-03-01 08:21:13 +0000 UTC,2022-09-12 16:13:08 +0000 UTC,Java,40,707,799,2788,No Releases,2891
CountdownView,3,1,12,4747,460,2015-10-12 07:46:28 +0000 UTC,2022-09-08 08:13:12 +0000 UTC,Java,3,4,23,115,No Releases,2891
RealtimeBlurView,6,1,5,1266,149,2016-09-21 15:59:51 +0000 UTC,2022-09-10 16:54:00 +0000 UTC,Java,0,0,31,24,No Releases,2888
FadingActionBar,6,1,6,3254,705,2013-05-25 11:50:00 +0000 UTC,2022-08-17 11:43:50 +0000 UTC,Java,0,2,73,34,No Releases,2887
BlurView,5,1,4,1519,238,2016-04-21 16:00:07 +0000 UTC,2022-09-13 11:00:27 +0000 UTC,Java,25,9,17,146,No Releases,2876
camunda-bpm-platform,6,1,85,1094047,283371,2013-01-03 10:10:31 +0000 UTC,2022-09-13 02:12:12 +0000 UTC,Java,0,1189,1,0,No Releases,2875
Packages,0,1,10,102431,69682,2015-06-13 04:17:44 +0000 UTC,2022-09-10 05:58:57 +0000 UTC,Java,0,1747,200,1206,No Releases,2866
WePush,6,1,113,36570,3438,2017-06-23 09:03:36 +0000 UTC,2022-09-13 06:23:42 +0000 UTC,Java,50,221,21,24,No Releases,2865
FlyRefresh,5,1,41,2700,164,2015-05-28 10:19:34 +0000 UTC,2022-09-09 14:07:24 +0000 UTC,Java,2,2,5,8,No Releases,2864
AndroidTVLauncher,5,1,15,1726,168,2016-03-27 08:59:19 +0000 UTC,2022-09-05 06:07:45 +0000 UTC,Java,3,15,3,29,No Releases,2858
IntelliJ-Key-Promoter-X,5,1,15,2420,650,2017-07-28 22:09:25 +0000 UTC,2022-09-13 12:52:12 +0000 UTC,Java,21,6,8,80,No Releases,2857
PlayerBase,4,1,29,15355,3147,2017-03-28 10:19:51 +0000 UTC,2022-09-08 10:28:31 +0000 UTC,Java,18,5,13,123,No Releases,2856
anthelion,8,1,10,251989,34100,2015-10-27 00:42:01 +0000 UTC,2022-08-31 11:01:45 +0000 UTC,Java,0,1,4,2,No Releases,2854
RxJava2Examples,2,2,6,4562,984,2017-06-19 05:38:45 +0000 UTC,2022-08-28 05:07:21 +0000 UTC,Java,0,0,5,4,No Releases,2854
AndroidResideMenu,5,1,44,1526,366,2013-12-14 15:25:49 +0000 UTC,2022-08-17 07:33:04 +0000 UTC,Java,7,8,95,49,No Releases,2852
QNotified,5,1,47,62612,14347,2019-03-24 05:12:41 +0000 UTC,2022-09-13 05:35:19 +0000 UTC,Java,28,680,87,487,No Releases,2852
Android-Material-Examples,4,1,4,1999,224,2014-10-13 16:13:02 +0000 UTC,2022-09-06 01:43:07 +0000 UTC,Java,0,1,5,5,No Releases,2852
Bastillion,7,1,32,13101,2116,2013-02-07 23:11:49 +0000 UTC,2022-09-11 03:00:31 +0000 UTC,Java,17,79,120,222,No Releases,2851
geoserver,7,1,40,1360623,244705,2011-11-10 19:56:06 +0000 UTC,2022-09-13 08:41:50 +0000 UTC,Java,15,5331,0,0,No Releases,2850
poi-tl,6,1,91,27778,6378,2015-03-20 06:47:52 +0000 UTC,2022-09-13 05:51:34 +0000 UTC,Java,12,17,52,765,No Releases,2849
AarogyaSetu_Android,5,1,34,13056,636,2020-05-26 17:36:26 +0000 UTC,2022-09-08 05:01:48 +0000 UTC,Java,0,0,297,91,No Releases,2848
android-flip,4,1,15,5682,784,2012-05-22 07:48:41 +0000 UTC,2022-08-30 16:46:27 +0000 UTC,Java,0,3,81,54,No Releases,2847
AdapterDelegates,4,1,4,5479,1588,2015-07-29 11:19:56 +0000 UTC,2022-09-12 07:06:34 +0000 UTC,Java,18,34,14,46,No Releases,2847
google-services,6,1,4,6063,1469,2015-05-20 22:45:11 +0000 UTC,2022-09-13 02:21:39 +0000 UTC,Java,0,85,121,296,No Releases,2846
FastDev4Android,4,1,23,20839,7410,2015-10-22 05:22:53 +0000 UTC,2022-09-12 03:19:12 +0000 UTC,Java,4,0,8,2,No Releases,2844
AxonFramework,5,1,14,133130,68176,2011-12-02 16:04:42 +0000 UTC,2022-09-12 03:07:59 +0000 UTC,Java,97,1154,78,949,No Releases,2844
blueocean-plugin,7,1,16,258913,15422,2016-01-23 18:02:45 +0000 UTC,2022-09-08 14:38:45 +0000 UTC,Java,37,1777,0,0,No Releases,2844
spotless,5,1,16,38976,10127,2015-04-27 19:10:58 +0000 UTC,2022-09-13 09:06:31 +0000 UTC,Java,0,533,114,556,No Releases,2841
XhsEmoticonsKeyboard,5,1,14,7673,316,2015-03-06 02:39:34 +0000 UTC,2022-09-13 03:50:40 +0000 UTC,Java,7,0,36,41,No Releases,2839
PhotoPicker,4,1,16,3635,580,2015-06-25 16:53:50 +0000 UTC,2022-08-17 04:43:34 +0000 UTC,Java,13,56,114,106,No Releases,2836
CommonDevKnowledge,1,1,227,3028,671,2017-12-15 03:00:08 +0000 UTC,2022-09-07 02:21:22 +0000 UTC,Java,0,0,3,2,No Releases,2835
curator,5,1,10,63233,24408,2014-03-03 08:00:07 +0000 UTC,2022-09-09 09:09:04 +0000 UTC,Java,0,268,0,0,No Releases,2835
elasticsearch-jdbc,4,1,86,19433,3060,2012-06-02 23:17:56 +0000 UTC,2022-09-06 08:39:55 +0000 UTC,Java,19,65,402,479,No Releases,2834
Android-Skin-Loader,4,1,10,9055,1261,2015-07-01 07:36:33 +0000 UTC,2022-09-09 07:26:24 +0000 UTC,Java,0,1,30,9,No Releases,2831
serve,5,1,51,60536,7345,2019-10-03 03:17:43 +0000 UTC,2022-09-13 17:11:42 +0000 UTC,Java,13,601,153,843,No Releases,2829
ByteTCC,10,1,60,18474,2221,2016-02-12 11:51:14 +0000 UTC,2022-09-09 02:44:33 +0000 UTC,Java,17,2,100,45,No Releases,2829
ReLinker,3,1,4,1899,453,2015-10-15 18:23:00 +0000 UTC,2022-09-13 05:47:18 +0000 UTC,Java,12,26,20,46,No Releases,2826
spotbugs,4,1,27,275380,76380,2016-11-04 22:18:08 +0000 UTC,2022-09-13 11:54:56 +0000 UTC,Java,56,947,452,511,No Releases,2825
RxGalleryFinal,5,1,40,10786,3000,2016-04-22 01:41:15 +0000 UTC,2022-08-13 10:30:15 +0000 UTC,Java,1,12,141,148,No Releases,2825
ActivityRouter,3,1,9,1927,203,2016-04-08 02:27:14 +0000 UTC,2022-08-29 08:10:16 +0000 UTC,Java,3,6,30,51,No Releases,2820
StickyHeaderListView,4,1,10,3665,311,2016-04-22 11:39:25 +0000 UTC,2022-08-03 07:30:27 +0000 UTC,Java,0,0,8,16,No Releases,2818
android-percent-support-lib-sample,5,1,7,1110,143,2015-06-26 12:44:38 +0000 UTC,2022-08-01 08:26:09 +0000 UTC,Java,2,1,1,13,No Releases,2817
android-mvvm-architecture,5,1,11,6608,2595,2017-07-07 08:34:07 +0000 UTC,2022-09-13 06:31:46 +0000 UTC,Java,0,23,35,12,No Releases,2813
android-Camera2Basic,5,1,12,2187,962,2014-06-26 15:53:00 +0000 UTC,2022-09-13 09:20:10 +0000 UTC,Java,0,1,0,132,No Releases,2813
android-pdfview,3,1,24,4235,911,2012-11-21 16:19:38 +0000 UTC,2022-09-08 02:41:59 +0000 UTC,Java,0,10,130,82,No Releases,2809
shopizer,7,1,34,86081,13059,2012-11-21 03:42:39 +0000 UTC,2022-09-12 19:36:36 +0000 UTC,Java,17,116,170,211,No Releases,2807
